,player,team,pos,season,gp,mp,index,ftr,orb_pct,ast_vs_tov,usg_pct,pct_close_shots,pct_mid_range,pct_of_twos_assisted,pct_of_threes_corner,pct_of_threes_assisted,3par,cluster
212,Crystal Langhorne,SEA,F-C,2019,34,577,212,0.257,5.5,0.543,18.5,0.5329999999999999,0.134,0.769,0.07,1.0,0.333,1
213,Jantel Lavender,CHI,F,2019,23,619,213,0.1,8.8,0.535,17.7,0.505,0.367,0.835,0.037,1.0,0.129,1
214,Camille Little,PHO,F,2019,29,425,214,0.337,5.3,0.487,14.6,0.554,0.218,0.818,0.095,1.0,0.228,3
215,Jewell Loyd,SEA,G,2019,27,686,215,0.231,1.9,1.103,25.4,0.268,0.394,0.53,0.208,0.912,0.338,5
216,Sancho Lyttle,PHO,F,2019,20,250,216,0.129,6.7,0.271,14.7,0.323,0.613,0.84,0.25,1.0,0.065,2
217,Marina Mabrey,LAS,G,2019,31,355,217,0.122,1.9,0.905,20.3,0.26,0.15300000000000002,0.458,0.156,0.81,0.588,4
218,Stephanie Mavunga,IND,F,2019,24,204,218,0.362,12.3,0.213,14.3,0.702,0.277,0.708,0.0,0.0,0.021,2
219,Kayla McBride,LVA,G,2019,34,990,219,0.268,2.5,1.172,19.9,0.249,0.33199999999999996,0.633,0.124,0.855,0.405,4
220,Erica McCall,IND,F,2019,15,104,220,0.364,12.6,0.8,12.4,0.454,0.545,1.0,0.0,0.0,0.0,2
221,Brooke McCarty-Williams,DAL,G,2019,34,447,221,0.133,2.5,1.043,12.8,0.355,0.088,0.375,0.12,1.0,0.556,3
222,Teaira McCowan,IND,C,2019,34,752,222,0.652,17.1,0.147,20.4,0.9610000000000001,0.03900000000000001,0.605,0.0,0.0,0.0,0
223,Emma Meesseman,WAS,F,2019,23,543,223,0.19,6.2,2.702,22.0,0.493,0.294,0.748,0.022,0.947,0.204,1
224,Kelsey Mitchell,IND,G,2019,34,852,224,0.141,0.6,1.836,27.3,0.248,0.264,0.318,0.057,0.709,0.488,5
225,Leilani Mitchell,PHO,G,2019,32,971,225,0.27,2.0,1.671,19.5,0.217,0.217,0.3,0.128,0.703,0.566,4
226,Tiffany Mitchell,IND,G,2019,33,831,226,0.325,3.2,1.007,20.8,0.451,0.307,0.438,0.304,0.85,0.241,4
227,Renee Montgomery,ATL,G,2019,34,949,227,0.176,1.0,1.059,17.5,0.14600000000000002,0.128,0.231,0.124,0.691,0.727,3
228,Kaleena Mosqueda-Lewis,SEA,F,2019,31,435,228,0.086,2.4,0.383,21.6,0.153,0.34299999999999997,0.676,0.171,0.929,0.503,4
229,Astou Ndour,CHI,C-F,2019,21,368,229,0.153,9.7,0.61,16.6,0.534,0.187,0.795,0.03,1.0,0.28,2
230,Kia Nurse,NYL,G,2019,34,1001,230,0.368,2.1,1.144,20.8,0.26,0.22999999999999998,0.675,0.174,0.846,0.51,4
231,Arike Ogunbowale,DAL,G,2019,33,1059,231,0.323,2.1,2.296,30.4,0.347,0.359,0.223,0.068,0.737,0.294,5
232,Chiney Ogwumike,LAS,F-C,2019,32,697,232,0.269,13.3,0.481,20.8,0.743,0.241,0.669,0.0,1.0,0.016,0
233,Nneka Ogwumike,LAS,F,2019,32,892,233,0.229,9.3,1.078,25.2,0.571,0.261,0.641,0.132,1.0,0.167,6
234,Courtney Paris,SEA,C,2019,30,190,234,0.467,8.0,0.31,6.5,0.934,0.067,0.667,0.0,0.0,0.0,2
235,Candace Parker,LAS,F-C,2019,22,571,235,0.318,4.8,1.213,23.0,0.54,0.175,0.575,0.067,0.625,0.284,5
236,Cheyenne Parker,CHI,F,2019,34,670,236,0.408,11.0,0.511,20.8,0.7979999999999999,0.124,0.725,0.0,1.0,0.077,0
237,JiSu Park,LVA,C,2019,25,163,237,0.243,6.9,0.603,12.6,0.29700000000000004,0.648,0.875,0.0,0.0,0.027,2
238,Kelsey Plum,LVA,G,2019,34,868,238,0.133,1.9,1.295,18.0,0.25,0.293,0.355,0.112,0.756,0.427,4
239,Aerial Powers,WAS,G,2019,30,593,239,0.394,7.1,0.916,25.9,0.33799999999999997,0.184,0.379,0.207,0.905,0.466,6
240,LaToya Sanders,WAS,F-C,2019,34,804,240,0.215,6.8,0.847,12.4,0.349,0.587,0.805,0.0,0.0,0.0,2
241,Allie Quigley,CHI,G,2019,34,972,241,0.156,1.6,1.318,18.7,0.176,0.303,0.637,0.177,0.888,0.522,4
242,Nayo Raincock-Ekunwe,NYL,F,2019,28,367,242,0.316,12.0,0.276,13.3,0.899,0.063,0.69,0.0,1.0,0.038,2
243,Danielle Robinson,MIN,G,2019,34,919,243,0.209,3.0,1.325,20.3,0.522,0.348,0.496,0.293,1.0,0.13,4
244,Sugar Rodgers,LVA,G,2019,33,382,244,0.045,1.2,0.829,15.8,0.126,0.108,0.7,0.107,0.933,0.757,3
245,Tierra Ruffin-Pratt,LAS,G,2019,34,856,245,0.209,2.7,0.832,12.6,0.296,0.331,0.596,0.205,0.92,0.372,3
246,Mercedes Russell,SEA,C,2019,34,870,246,0.319,10.9,0.565,14.0,0.863,0.142,0.736,0.0,0.0,0.0,2
247,Katie Lou Samuelson,CHI,F,2019,20,153,247,0.526,3.1,0.67,14.7,0.131,0.105,1.0,0.103,1.0,0.763,3
248,Jessica Shepard,MIN,F,2019,6,112,248,0.276,10.0,0.902,19.0,0.379,0.379,0.9,0.143,1.0,0.241,0
249,Odyssey Sims,MIN,G,2019,34,1083,249,0.246,2.7,1.61,25.5,0.46399999999999997,0.33199999999999996,0.396,0.151,0.88,0.204,5
250,Alanna Smith,PHO,F,2019,18,134,250,0.049,9.8,0.3,17.7,0.512,0.048,0.333,0.056,1.0,0.439,0
251,Azura Stevens,DAL,F-C,2019,9,144,251,0.094,11.7,0.479,20.6,0.5660000000000001,0.264,0.5,0.111,1.0,0.17,0
252,Shekinna Stricklen,CON,F,2019,34,804,252,0.106,1.2,0.821,15.9,0.13,0.09,0.714,0.136,0.947,0.78,3
253,Carolyn Swords,LVA,C,2019,29,257,253,0.178,8.3,0.354,16.0,0.644,0.274,0.719,0.0,0.0,0.0,2
254,Brittney Sykes,ATL,G,2019,34,880,254,0.259,3.0,1.324,23.1,0.492,0.2,0.39,0.269,0.857,0.308,5
255,Stephanie Talbot,MIN,F,2019,33,561,255,0.201,4.0,0.56,16.8,0.20800000000000002,0.175,0.5,0.126,1.0,0.617,3
256,Diana Taurasi,PHO,G,2019,6,129,256,0.462,0.9,1.77,22.0,0.154,0.23099999999999998,0.0,0.042,1.0,0.615,4
257,Alyssa Thomas,CON,F,2019,34,1026,257,0.363,8.8,1.132,19.2,0.886,0.111,0.649,0.0,0.0,0.003,1
258,Jasmine Thomas,CON,G,2019,34,1009,258,0.197,2.0,1.459,20.6,0.364,0.29000000000000004,0.245,0.228,0.844,0.346,4
259,Kayla Thornton,DAL,F,2019,27,822,259,0.201,6.7,0.902,20.2,0.37,0.273,0.437,0.126,0.821,0.356,1
260,Kristi Toliver,WAS,G,2019,23,678,260,0.149,2.0,1.981,20.0,0.263,0.28500000000000003,0.338,0.15,0.639,0.426,4
261,Morgan Tuck,CON,F,2019,33,352,261,0.259,5.6,0.681,19.6,0.509,0.13,0.7,0.048,1.0,0.362,1
262,Brianna Turner,PHO,F,2019,29,462,262,0.286,11.6,0.365,12.5,0.9670000000000001,0.033,0.837,0.0,0.0,0.0,2
263,Yvonne Turner,PHO,G,2019,29,595,263,0.285,1.6,0.833,20.1,0.39,0.151,0.273,0.304,0.846,0.459,4
264,Maria Vadeeva,LAS,C,2019,15,180,264,0.125,11.4,0.837,31.6,0.654,0.193,0.717,0.125,0.8,0.154,6
265,Courtney Vandersloot,CHI,G,2019,33,991,265,0.268,2.4,2.108,18.9,0.46499999999999997,0.177,0.337,0.112,0.71,0.358,4
266,Shatori Walker-Kimbrough,WAS,G,2019,34,580,266,0.324,3.6,0.731,18.5,0.375,0.21600000000000003,0.519,0.254,0.727,0.403,4
267,Erica Wheeler,IND,G,2019,34,850,267,0.158,0.7,1.515,22.1,0.265,0.313,0.177,0.08,0.396,0.419,4
268,Sami Whitcomb,SEA,G,2019,33,674,268,0.049,2.9,1.092,19.0,0.10300000000000001,0.07100000000000001,0.526,0.196,0.762,0.821,4
269,Sydney Wiese,LAS,G,2019,32,659,269,0.063,0.9,0.721,12.1,0.287,0.063,0.667,0.215,0.882,0.65,3
270,Courtney Williams,CON,G,2019,34,988,270,0.174,5.3,2.148,22.8,0.28200000000000003,0.637,0.485,0.086,0.875,0.081,1
271,Elizabeth Williams,ATL,C-F,2019,32,909,271,0.477,11.4,0.619,15.8,0.902,0.09799999999999999,0.766,0.0,0.0,0.0,2
272,Gabby Williams,CHI,F,2019,33,527,272,0.221,3.2,0.931,21.0,0.509,0.265,0.397,0.195,1.0,0.227,4
273,Riquna Williams,LAS,G,2019,23,593,273,0.207,2.5,1.083,21.9,0.186,0.244,0.538,0.123,0.852,0.57,4
274,A'ja Wilson,LVA,F,2019,26,740,274,0.436,6.5,0.96,26.1,0.618,0.346,0.753,0.0,0.0,0.003,6
275,Tanisha Wright,NYL,G,2019,31,613,275,0.238,3.9,1.148,14.3,0.423,0.28400000000000003,0.525,0.132,0.857,0.292,3
276,Han Xu,NYL,C,2019,18,143,276,0.034,1.6,0.758,18.6,0.31,0.517,0.895,0.1,1.0,0.172,4
277,Jackie Young,LVA,G,2019,34,767,277,0.309,3.4,1.873,18.0,0.589,0.20400000000000001,0.435,0.023,0.929,0.186,4
278,Tamera Young,LVA,F,2019,34,628,278,0.341,6.2,0.889,17.4,0.41900000000000004,0.45199999999999996,0.492,0.188,1.0,0.089,1
279,Amanda Zahui B.,NYL,C,2019,24,558,279,0.156,5.3,0.446,17.0,0.46199999999999997,0.138,0.847,0.029,1.0,0.399,3
280,Shavonte Zellous,SEA,G,2019,31,432,280,0.345,1.6,0.841,17.8,0.27499999999999997,0.45699999999999996,0.395,0.125,0.833,0.276,4
281,Kristine Anigwe,TOT,F-C,2019,27,250,281,0.471,12.4,0.233,17.7,0.794,0.206,0.773,0.0,0.0,0.0,0
282,Alaina Coates,TOT,C,2019,23,167,282,0.467,14.7,0.155,16.9,0.934,0.067,0.708,0.0,0.0,0.0,0
283,Theresa Plaisance,TOT,F,2019,31,442,283,0.178,6.1,0.885,19.5,0.267,0.23299999999999998,0.655,0.0,0.92,0.5,1
284,Kristine Anigwe,CON,F-C,2019,17,121,284,0.486,12.6,0.199,18.8,0.7140000000000001,0.286,0.818,0.0,0.0,0.0,0
285,Theresa Plaisance,DAL,F,2019,22,378,285,0.179,6.2,0.929,19.9,0.23600000000000002,0.22,0.609,0.0,0.913,0.545,1
286,Kristine Anigwe,DAL,F-C,2019,10,129,286,0.455,12.2,0.273,16.7,0.8780000000000001,0.121,0.727,0.0,0.0,0.0,0
287,Natalie Achonwa,IND,F,2020,18,364,287,0.278,8.6,0.721,19.7,0.496,0.418,0.772,0.0,0.0,0.087,1
288,Bella Alarie,DAL,C-F,2020,22,309,288,0.182,8.2,0.41,11.9,0.6819999999999999,0.121,0.739,0.077,1.0,0.197,2
289,Julie Allemand,IND,G,2020,22,716,289,0.224,1.3,0.986,12.6,0.157,0.156,0.294,0.033,0.818,0.687,3
290,Lindsay Allen,LVA,G,2020,21,284,290,0.152,2.6,1.351,13.4,0.47000000000000003,0.273,0.591,0.118,0.667,0.258,3
291,Kristine Anigwe,LAS,F-C,2020,17,197,291,0.491,11.3,0.161,18.7,0.8109999999999999,0.189,0.719,0.0,0.0,0.0,0
292,Ariel Atkins,WAS,G,2020,22,682,292,0.279,3.1,1.046,22.0,0.20299999999999999,0.37,0.53,0.15,0.841,0.426,4
293,Seimone Augustus,LAS,G-F,2020,21,332,293,0.055,1.1,1.803,16.7,0.127,0.6719999999999999,0.762,0.0,0.917,0.2,3
294,Rachel Banham,MIN,G,2020,20,339,294,0.192,0.7,1.47,17.6,0.20199999999999999,0.28900000000000003,0.478,0.075,0.88,0.51,3
295,Monique Billings,ATL,F,2020,22,596,295,0.394,11.0,0.391,17.7,0.688,0.311,0.706,0.0,0.0,0.0,0
296,Sue Bird,SEA,G,2020,11,257,296,0.048,0.5,1.989,17.9,0.108,0.301,0.444,0.082,0.87,0.59,4
297,DeWanna Bonner,CON,F-G,2020,22,732,297,0.353,5.2,1.456,27.4,0.46099999999999997,0.234,0.405,0.084,0.667,0.305,6
298,Lexie Brown,MIN,G,2020,17,374,298,0.216,1.0,1.0,17.4,0.22499999999999998,0.306,0.458,0.096,1.0,0.468,3
299,Kennedy Burke,IND,G,2020,22,403,299,0.331,5.7,0.662,19.0,0.544,0.078,0.595,0.271,1.0,0.378,1
300,Jordin Canada,SEA,G,2020,20,483,300,0.432,2.5,1.635,18.3,0.583,0.33299999999999996,0.236,0.0,1.0,0.083,4
301,Bridget Carleton,MIN,F,2020,22,568,301,0.275,4.7,0.743,11.1,0.343,0.20500000000000002,0.469,0.239,1.0,0.451,3
302,Chennedy Carter,ATL,G,2020,16,406,302,0.299,2.2,1.814,31.9,0.504,0.353,0.181,0.063,0.333,0.143,5
303,Kaila Charles,CON,G-F,2020,21,376,303,0.32,6.9,0.544,15.1,0.515,0.175,0.448,0.267,0.909,0.309,2
304,Layshia Clarendon,NYL,G,2020,19,496,304,0.396,1.3,1.259,22.3,0.635,0.08800000000000001,0.254,0.023,0.667,0.277,4
305,Alysha Clark,SEA,F,2020,22,633,305,0.17,3.7,1.308,12.5,0.449,0.095,0.809,0.179,0.943,0.456,3
306,Alaina Coates,WAS,C,2020,20,197,306,0.765,11.9,0.34,13.5,0.9119999999999999,0.088,0.667,0.0,0.0,0.0,2
307,Nia Coffey,PHO,F,2020,15,230,307,0.158,2.6,0.524,9.2,0.131,0.316,0.556,0.143,1.0,0.553,3
308,Napheesa Collier,MIN,F,2020,22,752,308,0.292,9.9,0.976,21.1,0.577,0.235,0.595,0.122,0.95,0.188,0
309,Sydney Colson,CHI,G,2020,17,110,309,0.364,1.2,0.48,16.0,0.45499999999999996,0.091,0.143,0.0,1.0,0.409,3
310,Te'a Cooper,LAS,G,2020,20,345,310,0.301,0.7,0.968,20.9,0.566,0.15,0.4,0.281,1.0,0.283,4
311,Kahleah Copper,CHI,G-F,2020,22,688,311,0.214,3.9,0.679,22.4,0.477,0.29300000000000004,0.523,0.197,1.0,0.229,4
312,Lauren Cox,IND,F,2020,14,183,312,0.349,6.6,0.896,14.7,0.5820000000000001,0.279,0.533,0.167,1.0,0.14,2
313,Sophie Cunningham,PHO,G,2020,21,396,313,0.275,2.7,0.477,13.2,0.385,0.055,0.783,0.255,0.917,0.56,3
314,Crystal Dangerfield,MIN,G,2020,21,629,314,0.243,1.0,1.346,24.6,0.388,0.224,0.3,0.078,0.794,0.388,5
315,Damiris Dantas,MIN,F,2020,22,586,315,0.25,7.7,1.191,21.7,0.45399999999999996,0.136,0.81,0.033,1.0,0.409,1
316,Diamond DeShields,CHI,G,2020,13,224,316,0.217,1.7,0.532,24.1,0.494,0.289,0.636,0.389,1.0,0.217,5
317,Blake Dietrick,ATL,G,2020,22,463,317,0.077,2.0,0.893,13.9,0.327,0.115,0.217,0.121,0.846,0.558,3
318,Skylar Diggins-Smith,PHO,G,2020,22,675,318,0.373,1.9,1.339,25.2,0.42600000000000005,0.14200000000000002,0.358,0.095,0.696,0.433,5
319,Stefanie Dolson,CHI,C,2020,15,273,319,0.271,5.1,0.795,15.3,0.414,0.14300000000000002,0.727,0.0,1.0,0.457,3
320,Kathleen Doyle,IND,G,2020,18,155,320,0.098,2.3,0.615,17.4,0.244,0.244,0.4,0.238,1.0,0.512,3
321,Candice Dupree,IND,F,2020,22,665,321,0.191,4.9,1.581,20.0,0.379,0.55,0.726,0.0,1.0,0.072,1
322,Sylvia Fowles,MIN,C,2020,7,168,322,0.453,15.3,0.713,22.6,0.9069999999999999,0.094,0.718,0.0,0.0,0.0,0
323,Allisha Gray,DAL,G,2020,20,524,323,0.332,5.7,1.0,21.1,0.475,0.16399999999999998,0.379,0.141,0.84,0.362,1
324,Chelsea Gray,LAS,G,2020,22,679,324,0.178,2.7,1.649,24.1,0.316,0.47100000000000003,0.269,0.051,0.722,0.214,5
325,Brittney Griner,PHO,C,2020,12,382,325,0.269,5.6,1.353,26.3,0.743,0.252,0.828,0.0,0.0,0.006,6
326,Marie Gulich,LAS,C,2020,12,119,326,0.115,5.2,0.555,12.4,0.7689999999999999,0.11499999999999999,0.923,0.0,0.0,0.115,3
327,Dearica Hamby,LVA,F,2020,22,622,327,0.328,5.4,0.926,19.6,0.73,0.083,0.674,0.105,1.0,0.186,1
328,Isabelle Harrison,DAL,F,2020,13,258,328,0.25,8.1,0.699,17.8,0.592,0.368,0.588,0.0,0.0,0.039,1
329,Mikiah Herbert Harrigan,MIN,F,2020,21,234,329,0.085,7.3,0.313,19.2,0.268,0.32899999999999996,0.813,0.152,0.929,0.402,1
330,Tyasha Harris,DAL,G,2020,21,412,330,0.173,0.0,1.974,16.8,0.299,0.26,0.194,0.179,0.684,0.441,3
331,Bria Hartley,PHO,G,2020,13,322,331,0.261,1.8,2.463,28.0,0.337,0.248,0.366,0.077,0.76,0.414,5
332,Tianna Hawkins,WAS,F,2020,17,329,332,0.2,4.3,0.726,22.8,0.41500000000000004,0.14700000000000002,0.778,0.105,1.0,0.438,4
333,Ruthy Hebard,CHI,F,2020,22,320,333,0.141,7.2,0.232,14.7,0.788,0.212,0.828,0.0,0.0,0.0,2
334,Natisha Hiedeman,CON,G,2020,22,408,334,0.236,2.2,1.096,17.7,0.284,0.21300000000000002,0.273,0.063,0.652,0.504,3
335,Myisha Hines-Allen,WAS,F,2020,22,659,335,0.197,6.2,1.305,25.9,0.598,0.194,0.597,0.066,0.885,0.207,6
336,Bria Holmes,CON,G,2020,18,291,336,0.122,5.0,0.75,18.3,0.521,0.173,0.52,0.067,0.9,0.306,1
337,Joyner Holmes,NYL,F,2020,19,190,337,0.167,8.6,0.951,20.9,0.40299999999999997,0.20800000000000002,0.526,0.143,1.0,0.389,1
338,Natasha Howard,SEA,F,2020,22,463,338,0.22,13.8,0.382,21.8,0.7749999999999999,0.103,0.725,0.15,1.0,0.122,0
339,Briann January,CON,G,2020,13,303,339,0.16,1.5,1.389,13.8,0.147,0.45399999999999996,0.364,0.032,0.909,0.413,3
340,Moriah Jefferson,DAL,G,2020,9,148,340,0.273,5.9,0.863,19.5,0.545,0.29500000000000004,0.313,0.333,1.0,0.136,1
341,Glory Johnson,ATL,F,2020,18,277,341,0.289,2.9,0.492,16.8,0.253,0.241,0.7,0.024,1.0,0.506,3
342,Shenise Johnson,MIN,G,2020,17,212,342,0.341,5.8,0.897,24.2,0.548,0.244,0.227,0.0,0.833,0.207,5
343,Brionna Jones,CON,F,2020,21,549,343,0.34,12.0,0.442,17.6,0.834,0.16,0.691,0.0,1.0,0.006,0
344,Jazmine Jones,NYL,G,2020,20,428,344,0.468,4.6,1.069,27.1,0.52,0.216,0.315,0.133,0.933,0.263,5
345,Paris Kea,NYL,G,2020,11,165,345,0.11,3.3,1.095,25.5,0.246,0.302,0.067,0.03,0.308,0.452,5
346,Betnijah Laney,ATL,G-F,2020,22,738,346,0.253,3.7,1.21,23.5,0.424,0.327,0.416,0.203,0.8,0.249,5
347,Crystal Langhorne,SEA,F-C,2020,13,107,347,0.353,3.5,0.214,12.8,0.5289999999999999,0.176,0.667,0.0,0.0,0.294,3
348,Kiara Leslie,WAS,G,2020,19,414,348,0.12,4.3,0.547,14.8,0.40800000000000003,0.157,0.476,0.191,0.941,0.435,3
349,Jewell Loyd,SEA,G,2020,22,613,349,0.348,2.8,1.512,24.3,0.316,0.289,0.466,0.22,0.872,0.395,5
350,Marina Mabrey,DAL,G,2020,19,405,350,0.152,3.0,1.258,22.0,0.298,0.127,0.2,0.088,0.816,0.576,4
351,Ezi Magbegor,SEA,C,2020,22,292,351,0.248,10.5,0.594,19.9,0.881,0.092,0.689,0.0,1.0,0.028,0
352,Kayla McBride,LVA,G,2020,22,587,352,0.368,1.9,1.188,20.7,0.278,0.378,0.708,0.137,0.92,0.344,4
353,Angel McCoughtry,LVA,F-G,2020,22,440,353,0.336,10.2,1.734,29.7,0.5489999999999999,0.3,0.455,0.0,1.0,0.15,6
354,Teaira McCowan,IND,C,2020,22,461,354,0.476,18.0,0.315,23.8,0.8340000000000001,0.149,0.711,0.0,0.0,0.018,0
355,Emma Meesseman,WAS,F,2020,20,634,355,0.146,6.1,1.874,21.6,0.454,0.359,0.771,0.067,1.0,0.188,1
356,Kelsey Mitchell,IND,G,2020,22,706,356,0.237,1.0,1.182,24.7,0.334,0.198,0.378,0.028,0.804,0.468,5
357,Leilani Mitchell,WAS,G,2020,22,673,357,0.218,1.9,1.747,16.1,0.301,0.16799999999999998,0.25,0.084,0.759,0.531,3
358,Tiffany Mitchell,IND,G,2020,19,502,358,0.379,3.6,1.085,26.0,0.346,0.313,0.421,0.178,0.765,0.341,5
359,Beatrice Mompremier,CON,F,2020,21,187,359,0.383,19.2,0.123,16.2,0.744,0.255,0.65,0.0,0.0,0.0,0
360,Kaleena Mosqueda-Lewis,CON,F,2020,16,164,360,0.109,0.7,0.415,19.8,0.109,0.156,0.857,0.085,1.0,0.734,4
361,Astou Ndour,DAL,C-F,2020,13,151,361,0.0,9.4,0.705,18.7,0.316,0.245,0.643,0.04,1.0,0.439,1
362,Kia Nurse,NYL,G,2020,21,578,362,0.414,2.1,1.237,25.9,0.341,0.136,0.324,0.092,0.839,0.522,5
363,Leaonna Odom,NYL,F,2020,22,453,363,0.235,8.2,0.574,12.0,0.704,0.091,0.791,0.6,1.0,0.204,2
364,Arike Ogunbowale,DAL,G,2020,22,748,364,0.298,1.5,2.278,31.2,0.334,0.327,0.256,0.042,0.688,0.341,5
365,Nneka Ogwumike,LAS,F,2020,18,476,365,0.293,5.5,0.845,20.9,0.6759999999999999,0.216,0.744,0.167,1.0,0.108,1
366,Candace Parker,LAS,F-C,2020,22,665,366,0.321,6.9,1.324,23.5,0.65,0.15200000000000002,0.562,0.083,0.789,0.198,1
367,Cheyenne Parker,CHI,F,2020,20,497,367,0.389,12.0,0.443,23.3,0.709,0.108,0.72,0.063,0.933,0.183,0
368,Aerial Powers,WAS,G,2020,6,179,368,0.435,1.3,1.28,24.2,0.246,0.377,0.217,0.154,0.778,0.377,5
369,Epiphanny Prince,SEA,G,2020,15,190,369,0.228,0.6,1.006,17.6,0.246,0.28,0.154,0.074,0.556,0.474,3
370,Allie Quigley,CHI,G,2020,22,631,370,0.128,1.2,1.548,23.5,0.13899999999999998,0.399,0.542,0.09,0.783,0.462,5
371,Danielle Robinson,LVA,G,2020,22,492,371,0.347,1.2,1.246,14.9,0.62,0.273,0.474,0.154,1.0,0.107,3
372,Sugar Rodgers,LVA,G,2020,22,263,372,0.049,1.4,1.012,16.5,0.136,0.074,0.167,0.109,0.75,0.79,3
373,Tierra Ruffin-Pratt,LAS,G,2020,17,251,373,0.578,4.5,0.58,11.9,0.333,0.377,0.333,0.077,1.0,0.289,3
374,Mercedes Russell,SEA,C,2020,22,304,374,0.321,6.5,0.408,15.5,0.782,0.218,0.875,0.0,0.0,0.0,2
375,Satou Sabally,DAL,F,2020,16,450,375,0.473,10.0,1.117,25.4,0.539,0.099,0.426,0.136,0.769,0.363,6
376,Katie Lou Samuelson,DAL,F,2020,22,439,376,0.156,2.0,1.019,11.7,0.25,0.126,0.762,0.1,1.0,0.625,3
377,Kylee Shook,NYL,F,2020,20,290,377,0.215,5.6,0.399,16.2,0.557,0.228,0.759,0.118,1.0,0.215,3
378,Odyssey Sims,MIN,G,2020,13,240,378,0.317,4.1,1.828,26.8,0.471,0.298,0.412,0.0,1.0,0.231,5
379,Kamiah Smalls,IND,G,2020,7,100,379,0.1,6.0,2.494,10.1,0.25,0.15,0.5,0.333,1.0,0.6,2
380,Alanna Smith,PHO,F,2020,19,296,380,0.284,8.5,0.941,20.0,0.491,0.08900000000000001,0.727,0.047,1.0,0.422,1
381,Azura Stevens,CHI,F-C,2020,13,355,381,0.169,6.5,0.618,18.5,0.45799999999999996,0.21200000000000002,0.75,0.282,1.0,0.331,1
382,Breanna Stewart,SEA,F,2020,20,607,382,0.353,4.1,1.577,28.9,0.39699999999999996,0.281,0.755,0.021,0.943,0.322,5
383,Kiah Stokes,NYL,C,2020,22,601,383,0.051,5.1,0.477,12.4,0.33499999999999996,0.044,0.774,0.247,0.95,0.62,3
384,Shekinna Stricklen,ATL,F,2020,22,482,384,0.058,0.9,0.448,14.2,0.167,0.11599999999999999,0.5,0.051,0.97,0.717,3
385,Sug Sutton,WAS,G,2020,12,113,385,0.212,0.0,1.189,17.3,0.213,0.273,0.429,0.0,1.0,0.515,3
386,Carolyn Swords,LVA,C,2020,22,384,386,0.44,10.4,0.297,8.9,0.74,0.26,0.652,0.0,0.0,0.0,2
387,Brittney Sykes,LAS,G,2020,21,517,387,0.413,3.8,0.787,18.9,0.46699999999999997,0.207,0.526,0.306,0.875,0.327,4
388,Diana Taurasi,PHO,G,2020,19,533,388,0.481,0.4,2.112,27.5,0.11900000000000001,0.16999999999999998,0.486,0.06,0.639,0.711,5
389,Alyssa Thomas,CON,F,2020,21,689,389,0.484,6.3,1.752,22.2,0.8400000000000001,0.156,0.746,0.0,0.0,0.004,1
390,Jasmine Thomas,CON,G,2020,19,485,390,0.122,0.9,1.436,22.1,0.29800000000000004,0.367,0.364,0.159,0.952,0.335,4
391,Kayla Thornton,DAL,F,2020,22,557,391,0.254,6.3,0.318,13.3,0.325,0.111,0.759,0.139,0.92,0.571,2
392,Brianna Turner,PHO,F,2020,22,613,392,0.368,11.1,0.521,11.9,0.921,0.071,0.879,0.0,0.0,0.009,2
393,Courtney Vandersloot,CHI,G,2020,22,693,393,0.289,2.0,2.572,19.3,0.477,0.175,0.208,0.053,0.8,0.349,4
394,Kia Vaughn,PHO,C,2020,22,415,394,0.15,6.9,0.677,18.2,0.386,0.598,0.855,0.0,0.0,0.016,1
395,Megan Walker,NYL,F,2020,18,205,395,0.064,5.8,0.75,18.7,0.243,0.205,0.737,0.093,1.0,0.551,1
396,Shatori Walker-Kimbrough,PHO,G,2020,21,400,396,0.198,1.8,0.977,17.6,0.317,0.27699999999999997,0.469,0.235,0.818,0.405,3
397,Sami Whitcomb,SEA,G,2020,22,363,397,0.157,1.4,1.516,21.2,0.314,0.086,0.367,0.19,0.969,0.6,4
398,Sydney Wiese,LAS,G,2020,19,363,398,0.129,1.7,0.497,15.2,0.344,0.086,0.727,0.17,0.84,0.57,3
399,Courtney Williams,ATL,G,2020,20,615,399,0.075,6.8,1.253,26.4,0.231,0.658,0.421,0.088,0.75,0.111,6
400,Elizabeth Williams,ATL,C-F,2020,22,647,400,0.371,8.6,0.694,15.7,0.921,0.078,0.724,0.0,0.0,0.0,2
401,Gabby Williams,CHI,F,2020,22,546,401,0.158,4.7,0.628,16.8,0.373,0.184,0.617,0.114,1.0,0.443,3
402,Riquna Williams,LAS,G,2020,21,444,402,0.097,0.8,1.281,22.0,0.172,0.28,0.368,0.196,0.953,0.548,4
403,Jocelyn Willoughby,NYL,F-G,2020,22,383,403,0.385,4.3,0.507,18.3,0.495,0.165,0.667,0.081,1.0,0.339,4
404,A'ja Wilson,LVA,F,2020,22,697,404,0.436,5.9,1.423,28.2,0.57,0.43000000000000005,0.759,0.0,0.0,0.0,6
405,Jackie Young,LVA,G,2020,22,568,405,0.323,3.8,1.286,19.4,0.45,0.481,0.378,0.077,1.0,0.069,4
406,Amanda Zahui B.,NYL,C,2020,21,531,406,0.196,3.1,0.718,21.0,0.266,0.19,0.645,0.01,1.0,0.543,4
407,Essence Carson,TOT,G,2020,21,291,407,0.101,2.8,0.485,18.6,0.273,0.28300000000000003,0.778,0.136,1.0,0.444,4
