"player","team","pos","gp","mp","gs","tot_fg","tot_fga","fg_pct","tot_3p","tot_3pa","3p_pct","tot_2p","tot_2pa","2p_pct","tot_ft","tot_fta","ft_pct","tot_orb","tot_trb","tot_ast","tot_stl","tot_blk","tot_tov","tot_pf","tot_pts","season","pg_fg","pg_fga","pg_fg_pct","pg_3p","pg_3pa","pg_3p_pct","pg_2p","pg_2pa","pg_2p_pct","pg_ft","pg_fta","pg_ft_pct","pg_orb","pg_trb","pg_ast","pg_stl","pg_blk","pg_tov","pg_pf","pg_pts","per","ts_pct","efg_pct","3par","ftr","orb_pct","trb_pct","ast_pct","stl_pct","blk_pct","tov_pct","usg_pct","ortg","drtg","ows","dws","ws","ws_40","fg_percent","avg_shot_dist","pct_shots_from_2","pct_shots_0_3","pct_shots_3-10","pct_shots_10_16","pct_shots_16_3p","pct_shots_from_3","fg_pct_from_2","fg_pct_0_3","fg_pct_3-10","fg_pct_10_16","fg_pct_16_3p","fg_pct_from_3","pct_of_twos_assisted","pct_of_threes_assisted","pct_of_threes_corner","fg_pct_corner_threes","plus_minus_on_court","plus_minus_net","bad_pass_turnovers","lost_ball_turnovers","shooting_fouls_committed","offensive_fouls_committed","shooting_fouls_drawn","offensive_fouls_drawn","points_generated_by_assists","and_1s_drawn","blocked_fgas"
"Kristine Anigwe","LAS","F-C",17,197,1,32,53,0.604,0,0,NA,32,53,0.604,14,26,0.538,18,45,4,11,7,16,33,78,2020,1.9,3.1,0.604,0,0,NA,1.9,3.1,0.604,0.8,1.5,0.538,1.1,2.6,0.2,0.6,0.4,0.9,1.9,4.6,15.4,0.605,0.604,0,0.491,11.3,14.1,3.2,2.8,3.3,19.9,18.7,104,97,0.2,0.5,0.7,0.134,0.604,5.5,1,0.377,0.434,0.132,0.057,0,0.604,0.85,0.522,0.143,0.667,NA,0.719,NA,NA,NA,7,1.2,4,7,11,2,14,NA,8,4,6
"Ariel Atkins","WAS","G",22,682,22,110,251,0.438,44,107,0.411,66,144,0.458,62,70,0.886,18,64,53,40,4,42,58,326,2020,5,11.4,0.438,2,4.9,0.411,3,6.5,0.458,2.8,3.2,0.886,0.8,2.9,2.4,1.8,0.2,1.9,2.6,14.8,17,0.578,0.526,0.426,0.279,3.1,5.7,13.6,3.1,0.5,13,22,108,106,1.3,0.7,2,0.118,0.438,17.8,0.574,0.056,0.147,0.159,0.211,0.426,0.458,0.643,0.459,0.35,0.491,0.411,0.53,0.841,0.15,0.5,2.3,18.8,26,12,18,1,24,NA,126,6,4
"Seimone Augustus","LAS","G-F",21,332,0,54,110,0.491,12,22,0.545,42,88,0.477,4,6,0.667,3,37,25,12,2,8,20,124,2020,2.6,5.2,0.491,0.6,1,0.545,2,4.2,0.477,0.2,0.3,0.667,0.1,1.8,1.2,0.6,0.1,0.4,1,5.9,14.1,0.55,0.545,0.2,0.055,1.1,6.9,11.9,1.8,0.6,6.6,16.7,109,103,0.5,0.5,1,0.12,0.491,17.2,0.8,0.027,0.1,0.245,0.427,0.2,0.477,1,0.364,0.519,0.447,0.545,0.762,0.917,0,NA,9.2,5,2,5,10,0,3,NA,57,0,0
"Rachel Banham","MIN","G",20,339,1,48,104,0.462,25,53,0.472,23,51,0.451,16,20,0.8,2,25,47,9,2,20,40,137,2020,2.4,5.2,0.462,1.3,2.7,0.472,1.2,2.6,0.451,0.8,1,0.8,0.1,1.3,2.4,0.5,0.1,1,2,6.9,14.2,0.607,0.582,0.51,0.192,0.7,4.5,22.2,1.4,0.6,15.1,17.6,118,109,1,0.2,1.1,0.135,0.462,18.6,0.49,0.058,0.144,0.154,0.135,0.51,0.451,0.833,0.333,0.438,0.429,0.472,0.478,0.88,0.075,1,6.7,2.9,15,5,12,0,10,NA,103,2,8
"Monique Billings","ATL","F",22,596,16,68,170,0.4,0,0,NA,68,170,0.4,51,67,0.761,58,187,27,24,18,42,62,187,2020,3.1,7.7,0.4,0,0,NA,3.1,7.7,0.4,2.3,3,0.761,2.6,8.5,1.2,1.1,0.8,1.9,2.8,8.5,13,0.469,0.4,0,0.394,11,18.2,6.8,2,2.6,17.4,17.7,95,105,-0.1,0.7,0.6,0.042,0.4,7.6,1,0.235,0.453,0.182,0.129,0,0.4,0.575,0.403,0.258,0.273,NA,0.706,NA,NA,NA,-6.3,7.4,13,11,30,13,24,NA,62,7,11
"Sue Bird","SEA","G",11,257,11,41,83,0.494,23,49,0.469,18,34,0.529,3,4,0.75,1,19,57,7,2,18,9,108,2020,3.7,7.5,0.494,2.1,4.5,0.469,1.6,3.1,0.529,0.3,0.4,0.75,0.1,1.7,5.2,0.6,0.2,1.6,0.8,9.8,18.7,0.637,0.633,0.59,0.048,0.5,4.3,34.8,1.4,0.7,17.5,17.9,120,102,0.9,0.4,1.3,0.196,0.494,20.3,0.41,0.012,0.096,0.084,0.217,0.59,0.529,1,0.75,0.429,0.444,0.469,0.444,0.87,0.082,1,23.9,14.4,12,3,4,0,0,NA,135,0,1
"DeWanna Bonner","CON","F-G",22,732,22,148,351,0.422,27,107,0.252,121,244,0.496,111,124,0.895,34,172,65,37,12,52,47,434,2020,6.7,16,0.422,1.2,4.9,0.252,5.5,11.1,0.496,5,5.6,0.895,1.5,7.8,3,1.7,0.5,2.4,2.1,19.7,21.5,0.535,0.46,0.305,0.353,5.2,13.8,16.6,2.6,1.5,11.4,27.4,108,99,1.7,1.5,3.2,0.175,0.422,13.5,0.695,0.142,0.319,0.117,0.117,0.305,0.496,0.7,0.464,0.415,0.415,0.252,0.405,0.667,0.084,0.333,4.8,24.9,22,19,16,6,61,NA,148,16,12
"Brittany Brewer","ATL","F",5,33,0,2,3,0.667,0,0,NA,2,3,0.667,0,0,NA,1,5,0,3,4,2,4,4,2020,0.4,0.6,0.667,0,0,NA,0.4,0.6,0.667,0,0,NA,0.2,1,0,0.6,0.8,0.4,0.8,0.8,11.4,0.667,0.667,0,0,3.4,8.8,0,4.5,10.4,40,6.6,80,96,0,0.1,0.1,0.065,0.667,11.5,1,0.333,0,0.333,0.333,0,0.667,1,NA,1,0,NA,0.5,NA,NA,NA,-18.7,-10.3,0,2,3,0,0,NA,0,0,0
"Kalani Brown","ATL","C",10,61,0,12,23,0.522,0,0,NA,12,23,0.522,6,10,0.6,3,12,0,1,1,5,10,30,2020,1.2,2.3,0.522,0,0,NA,1.2,2.3,0.522,0.6,1,0.6,0.3,1.2,0,0.1,0.1,0.5,1,3,11.7,0.547,0.522,0,0.435,5.6,11.4,0,0.8,1.4,15.4,23.2,96,110,0,0,0,0.015,0.522,5.8,1,0.522,0.261,0.174,0.043,0,0.522,0.667,0.167,0.75,0,NA,0.75,NA,NA,NA,-14.6,-6.3,2,1,8,1,4,NA,0,2,2
"Lexie Brown","MIN","G",17,374,13,38,111,0.342,14,52,0.269,24,59,0.407,19,24,0.792,3,33,41,31,0,24,26,109,2020,2.2,6.5,0.342,0.8,3.1,0.269,1.4,3.5,0.407,1.1,1.4,0.792,0.2,1.9,2.4,1.8,0,1.4,1.5,6.4,10.3,0.448,0.405,0.468,0.216,1,5.4,16.5,4.3,0,16.5,17.4,93,103,-0.1,0.6,0.4,0.046,0.342,18.1,0.532,0.072,0.153,0.072,0.234,0.468,0.407,0.5,0.471,0.375,0.346,0.269,0.458,1,0.096,0.2,5.8,1.5,15,5,11,2,10,NA,100,1,2
"Cierra Burdick","LVA","F",13,28,0,2,7,0.286,0,0,NA,2,7,0.286,0,0,NA,1,5,2,0,0,1,2,4,2020,0.2,0.5,0.286,0,0,NA,0.2,0.5,0.286,0,0,NA,0.1,0.4,0.2,0,0,0.1,0.2,0.3,1.4,0.286,0.286,0,0,4.3,10.2,9.6,0,0,12.5,12.5,71,104,-0.1,0,0,-0.044,0.286,13.7,1,0.143,0,0.286,0.571,0,0.286,1,NA,0,0.25,NA,1,NA,NA,NA,-25.6,-37.9,1,0,2,0,0,NA,4,0,0
"Kennedy Burke","IND","G",22,403,11,57,127,0.449,15,48,0.313,42,79,0.532,30,42,0.714,19,39,25,14,8,27,24,159,2020,2.6,5.8,0.449,0.7,2.2,0.313,1.9,3.6,0.532,1.4,1.9,0.714,0.9,1.8,1.1,0.6,0.4,1.2,1.1,7.2,13,0.546,0.508,0.378,0.331,5.7,5.8,10.4,1.8,1.6,15.7,19,103,115,0.4,-0.2,0.2,0.021,0.449,12.9,0.622,0.142,0.402,0.047,0.031,0.378,0.532,0.833,0.471,0.5,0,0.313,0.595,1,0.271,0.231,-11.5,-2.7,14,8,15,4,17,NA,56,2,9
"Jordin Canada","SEA","G",20,483,11,56,132,0.424,1,11,0.091,55,121,0.455,44,57,0.772,10,46,109,30,0,40,35,157,2020,2.8,6.6,0.424,0.1,0.6,0.091,2.8,6.1,0.455,2.2,2.9,0.772,0.5,2.3,5.5,1.5,0,2,1.8,7.9,14.8,0.5,0.428,0.083,0.432,2.5,5.5,33.2,3.1,0,20.3,18.3,105,99,0.6,1,1.7,0.138,0.424,10.4,0.917,0.189,0.394,0.091,0.242,0.083,0.455,0.8,0.365,0.417,0.344,0.091,0.236,1,0,NA,10.6,-7.1,23,12,12,2,23,NA,260,3,10
"Emma Cannon","LVA","F",1,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,2020,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0
"Bridget Carleton","MIN","F",22,568,15,53,102,0.52,21,46,0.457,32,56,0.571,18,28,0.643,22,79,54,15,0,27,40,145,2020,2.4,4.6,0.52,1,2.1,0.457,1.5,2.5,0.571,0.8,1.3,0.643,1,3.6,2.5,0.7,0,1.2,1.8,6.6,11.9,0.634,0.623,0.451,0.275,4.7,8.5,14.2,1.4,0,19.1,11.1,119,108,1.2,0.4,1.5,0.108,0.52,15.9,0.549,0.078,0.265,0.127,0.078,0.451,0.571,0.875,0.556,0.385,0.625,0.457,0.469,1,0.239,0.455,5.2,0.9,13,7,23,4,13,NA,131,4,7
"Chennedy Carter","ATL","G",16,406,16,106,224,0.473,12,32,0.375,94,192,0.49,55,67,0.821,8,36,55,14,5,43,57,279,2020,6.6,14,0.473,0.8,2,0.375,5.9,12,0.49,3.4,4.2,0.821,0.5,2.3,3.4,0.9,0.3,2.7,3.6,17.4,19.7,0.55,0.5,0.143,0.299,2.2,5.1,26.3,1.7,1.1,14.5,31.9,104,111,0.7,0.1,0.9,0.086,0.473,11.6,0.857,0.116,0.388,0.179,0.174,0.143,0.49,0.731,0.529,0.375,0.359,0.375,0.181,0.333,0.063,0.5,-9.3,-1,18,16,30,4,36,NA,123,8,16
"Kaila Charles","CON","G-F",21,376,7,40,97,0.412,11,30,0.367,29,67,0.433,22,31,0.71,23,54,19,16,7,19,45,113,2020,1.9,4.6,0.412,0.5,1.4,0.367,1.4,3.2,0.433,1,1.5,0.71,1.1,2.6,0.9,0.8,0.3,0.9,2.1,5.4,10.6,0.511,0.469,0.309,0.32,6.9,8.4,8,2.2,1.7,14.7,15.1,102,103,0.2,0.6,0.8,0.085,0.412,12.6,0.691,0.103,0.412,0.062,0.113,0.309,0.433,0.9,0.4,0.333,0.182,0.367,0.448,0.909,0.267,0.5,0.3,-0.5,8,8,18,0,14,NA,41,1,5
"Karima Christmas-Kelly","MIN","F-G",2,25,0,1,7,0.143,0,3,0,1,4,0.25,7,8,0.875,1,6,1,3,1,4,2,9,2020,0.5,3.5,0.143,0,1.5,0,0.5,2,0.25,3.5,4,0.875,0.5,3,0.5,1.5,0.5,2,1,4.5,10.1,0.428,0.143,0.429,1.143,4.9,14.7,5.5,6.2,3.8,27.5,26,76,92,-0.1,0.1,0,-0.03,0.143,14.8,0.571,0,0.429,0.143,0,0.429,0.25,NA,0.333,0,NA,0,0,NA,0,NA,-2.5,-7.6,2,2,1,0,1,NA,3,0,2
"Layshia Clarendon","NYL","G",19,496,19,74,159,0.465,15,44,0.341,59,115,0.513,55,63,0.873,6,48,74,18,0,64,55,218,2020,3.9,8.4,0.465,0.8,2.3,0.341,3.1,6.1,0.513,2.9,3.3,0.873,0.3,2.5,3.9,0.9,0,3.4,2.9,11.5,12.3,0.584,0.513,0.277,0.396,1.3,5.3,32.1,1.8,0,25.5,22.3,97,108,0.1,0.3,0.4,0.031,0.465,11.4,0.723,0.126,0.509,0.069,0.019,0.277,0.513,0.85,0.469,0.273,0.333,0.341,0.254,0.667,0.023,0,-14.2,7.5,27,23,6,12,27,NA,189,6,12
"Alysha Clark","SEA","F",22,633,22,82,147,0.558,35,67,0.522,47,80,0.588,20,25,0.8,19,93,59,33,11,19,38,219,2020,3.7,6.7,0.558,1.6,3,0.522,2.1,3.6,0.588,0.9,1.1,0.8,0.9,4.2,2.7,1.5,0.5,0.9,1.7,10,18.2,0.693,0.677,0.456,0.17,3.7,8.6,14,2.6,1.5,10.7,12.5,133,97,2.2,1.5,3.6,0.229,0.558,14.5,0.544,0.136,0.313,0.054,0.041,0.456,0.588,0.8,0.543,0.625,0.167,0.522,0.809,0.943,0.179,0.667,20,22.7,12,4,22,0,12,NA,137,5,2
"Alaina Coates","WAS","C",20,197,0,18,34,0.529,0,0,NA,18,34,0.529,14,26,0.538,20,55,9,7,4,12,33,50,2020,0.9,1.7,0.529,0,0,NA,0.9,1.7,0.529,0.7,1.3,0.538,1,2.8,0.5,0.4,0.2,0.6,1.7,2.5,11.6,0.55,0.529,0,0.765,11.9,17.1,7.1,1.9,1.9,20.9,13.5,105,104,0.2,0.3,0.5,0.093,0.529,4.7,1,0.412,0.5,0.088,0,0,0.529,0.714,0.412,0.333,NA,NA,0.667,NA,NA,NA,-5.6,-4.6,3,4,20,4,13,NA,21,2,7
"Nia Coffey","PHO","F",15,230,1,16,38,0.421,7,21,0.333,9,17,0.529,1,6,0.167,5,37,12,5,5,7,30,40,2020,1.1,2.5,0.421,0.5,1.4,0.333,0.6,1.1,0.529,0.1,0.4,0.167,0.3,2.5,0.8,0.3,0.3,0.5,2,2.7,5.9,0.492,0.513,0.553,0.158,2.6,9.3,7.7,1.1,1.8,14.7,9.2,96,106,0,0.2,0.2,0.039,0.421,19.9,0.447,0.026,0.105,0.105,0.211,0.553,0.529,1,0.5,0.75,0.375,0.333,0.556,1,0.143,0.333,0.7,-2.4,3,2,20,2,3,NA,28,0,0
"Napheesa Collier","MIN","F",22,752,22,136,260,0.523,20,49,0.408,116,211,0.55,63,76,0.829,61,199,73,40,28,60,60,355,2020,6.2,11.8,0.523,0.9,2.2,0.408,5.3,9.6,0.55,2.9,3.5,0.829,2.8,9,3.3,1.8,1.3,2.7,2.7,16.1,22.6,0.605,0.562,0.188,0.292,9.9,16.2,16.6,2.8,3.5,17,21.1,116,100,2.4,1.4,3.8,0.201,0.523,10.4,0.812,0.204,0.373,0.177,0.058,0.188,0.55,0.868,0.536,0.391,0,0.408,0.595,0.95,0.122,0.333,7.1,14.9,13,21,24,10,30,NA,185,4,18
"Sydney Colson","CHI","G",17,110,0,10,22,0.455,3,9,0.333,7,13,0.538,7,8,0.875,1,7,14,6,0,14,13,30,2020,0.6,1.3,0.455,0.2,0.5,0.333,0.4,0.8,0.538,0.4,0.5,0.875,0.1,0.4,0.8,0.4,0,0.8,0.8,1.8,7,0.588,0.523,0.409,0.364,1.2,3.9,17,2.7,0,35.4,16,89,106,-0.1,0.1,0,0.003,0.455,15.3,0.591,0.091,0.364,0,0.091,0.409,0.538,0.5,0.375,NA,1,0.333,0.143,1,0,NA,-13.8,-20.1,10,3,2,0,4,NA,30,0,1
"Te'a Cooper","LAS","G",20,345,3,51,113,0.451,11,32,0.344,40,81,0.494,26,34,0.765,2,20,40,13,0,29,39,139,2020,2.6,5.7,0.451,0.6,1.6,0.344,2,4.1,0.494,1.3,1.7,0.765,0.1,1,2,0.7,0,1.5,2,7,10.9,0.543,0.5,0.283,0.301,0.7,3.6,17.9,1.9,0,18.5,20.9,98,104,0.1,0.4,0.5,0.059,0.451,11.7,0.717,0.159,0.407,0.062,0.088,0.283,0.494,0.778,0.435,0.143,0.5,0.344,0.4,1,0.281,0.333,6,-0.1,14,10,18,2,17,NA,95,5,6
"Kahleah Copper","CHI","G-F",22,688,22,132,266,0.496,21,61,0.344,111,205,0.541,42,57,0.737,21,120,47,21,5,54,52,327,2020,6,12.1,0.496,1,2.8,0.344,5,9.3,0.541,1.9,2.6,0.737,1,5.5,2.1,1,0.2,2.5,2.4,14.9,14.5,0.562,0.536,0.229,0.214,3.9,10.6,10.6,1.5,0.6,15.6,22.4,101,106,0.6,0.7,1.3,0.076,0.496,12.2,0.771,0.169,0.308,0.128,0.165,0.229,0.541,0.778,0.512,0.324,0.523,0.344,0.523,1,0.197,0.583,4.8,4.5,18,24,16,6,25,NA,109,6,17
"Lauren Cox","IND","F",14,183,1,18,43,0.419,3,6,0.5,15,37,0.405,11,15,0.733,10,46,19,6,4,11,20,50,2020,1.3,3.1,0.419,0.2,0.4,0.5,1.1,2.6,0.405,0.8,1.1,0.733,0.7,3.3,1.4,0.4,0.3,0.8,1.4,3.6,12.3,0.504,0.453,0.14,0.349,6.6,15.1,16.3,1.7,1.7,18.2,14.7,103,111,0.1,0.1,0.2,0.041,0.419,11.3,0.86,0.047,0.535,0.163,0.116,0.14,0.405,1,0.435,0.286,0.2,0.5,0.533,1,0.167,1,2.6,15.7,8,3,18,0,7,NA,42,1,1
"Sophie Cunningham","PHO","G",21,396,11,35,91,0.385,12,51,0.235,23,40,0.575,22,25,0.88,9,22,16,11,3,15,46,104,2020,1.7,4.3,0.385,0.6,2.4,0.235,1.1,1.9,0.575,1,1.2,0.88,0.4,1,0.8,0.5,0.1,0.7,2.2,5,6.2,0.51,0.451,0.56,0.275,2.7,3.2,6.1,1.4,0.6,12.8,13.2,99,110,0.1,0.2,0.3,0.027,0.385,16,0.44,0.099,0.286,0.033,0.022,0.56,0.575,0.667,0.615,0.333,0,0.235,0.783,0.917,0.255,0.231,8,10,7,3,16,3,12,NA,37,3,6
"Crystal Dangerfield","MIN","G",21,629,19,124,263,0.471,34,102,0.333,90,161,0.559,59,64,0.922,5,41,75,18,1,54,31,341,2020,5.9,12.5,0.471,1.6,4.9,0.333,4.3,7.7,0.559,2.8,3,0.922,0.2,2,3.6,0.9,0,2.6,1.5,16.2,17.2,0.586,0.536,0.388,0.243,1,4,21,1.5,0.1,15.6,24.6,110,110,1.6,0.3,1.9,0.121,0.471,15.2,0.612,0.114,0.274,0.125,0.099,0.388,0.559,0.633,0.542,0.636,0.423,0.333,0.3,0.794,0.078,0.375,5,0.1,24,26,14,0,30,NA,185,7,7
"Damiris Dantas","MIN","F",22,586,22,102,220,0.464,39,90,0.433,63,130,0.485,40,55,0.727,37,134,58,25,5,40,56,283,2020,4.6,10,0.464,1.8,4.1,0.433,2.9,5.9,0.485,1.8,2.5,0.727,1.7,6.1,2.6,1.1,0.2,1.8,2.5,12.9,19.3,0.579,0.552,0.409,0.25,7.7,14,16.8,2.2,0.8,14.1,21.7,114,104,1.7,0.8,2.5,0.169,0.464,14.4,0.591,0.109,0.345,0.077,0.059,0.409,0.485,0.708,0.447,0.353,0.462,0.433,0.81,1,0.033,0.667,4.6,-0.9,22,6,26,6,27,NA,129,6,12
"Kaela Davis","ATL","F",2,2,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,2020,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,118,0,0,0,-0.029,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-70,-61.4,0,0,0,0,0,NA,0,0,0
"Diamond DeShields","CHI","G",13,224,0,36,83,0.434,3,18,0.167,33,65,0.508,14,18,0.778,3,23,20,12,1,30,27,89,2020,2.8,6.4,0.434,0.2,1.4,0.167,2.5,5,0.508,1.1,1.4,0.778,0.2,1.8,1.5,0.9,0.1,2.3,2.1,6.8,7,0.489,0.452,0.217,0.217,1.7,6.2,13.2,2.7,0.4,24.8,24.1,81,105,-0.6,0.3,-0.3,-0.059,0.434,12.5,0.783,0.145,0.349,0.084,0.205,0.217,0.508,0.917,0.414,0.571,0.353,0.167,0.636,1,0.389,0.286,-0.2,-5.4,16,11,9,2,8,NA,46,2,5
"Blake Dietrick","ATL","G",22,463,4,49,104,0.471,26,58,0.448,23,46,0.5,5,8,0.625,8,36,75,18,3,40,42,129,2020,2.2,4.7,0.471,1.2,2.6,0.448,1,2.1,0.5,0.2,0.4,0.625,0.4,1.6,3.4,0.8,0.1,1.8,1.9,5.9,11.3,0.6,0.596,0.558,0.077,2,4.5,24.2,1.9,0.6,27.1,13.9,103,111,0.4,0.1,0.5,0.043,0.471,17.2,0.442,0.115,0.212,0.048,0.067,0.558,0.5,0.583,0.545,0.4,0.286,0.448,0.217,0.846,0.121,0.714,-8.3,1.1,29,6,22,0,2,NA,164,0,3
"Skylar Diggins-Smith","PHO","G",22,675,22,127,268,0.474,46,116,0.397,81,152,0.533,90,100,0.9,11,73,93,20,11,70,50,390,2020,5.8,12.2,0.474,2.1,5.3,0.397,3.7,6.9,0.533,4.1,4.5,0.9,0.5,3.3,4.2,0.9,0.5,3.2,2.3,17.7,19.3,0.625,0.56,0.433,0.373,1.9,6.2,24.5,1.5,1.3,18.3,25.2,111,107,1.8,0.5,2.4,0.14,0.474,14.9,0.567,0.101,0.325,0.075,0.067,0.433,0.533,0.63,0.552,0.25,0.611,0.397,0.358,0.696,0.095,0.364,-3.2,-23.8,35,28,24,3,43,NA,209,11,11
"Stefanie Dolson","CHI","C",15,273,8,34,70,0.486,12,32,0.375,22,38,0.579,14,19,0.737,11,52,25,6,13,15,48,94,2020,2.3,4.7,0.486,0.8,2.1,0.375,1.5,2.5,0.579,0.9,1.3,0.737,0.7,3.5,1.7,0.4,0.9,1,3.2,6.3,13.4,0.6,0.571,0.457,0.271,5.1,11.6,12.8,1.1,3.7,16.1,15.3,113,104,0.5,0.4,0.9,0.132,0.486,15.5,0.543,0.114,0.3,0.043,0.1,0.457,0.579,0.875,0.524,0.667,0.429,0.375,0.727,1,0,NA,2.8,-1.5,5,3,28,5,7,NA,58,2,1
"Kathleen Doyle","IND","G",18,155,0,10,41,0.244,5,21,0.238,5,20,0.25,2,4,0.5,3,15,19,7,0,18,26,27,2020,0.6,2.3,0.244,0.3,1.2,0.238,0.3,1.1,0.25,0.1,0.2,0.5,0.2,0.8,1.1,0.4,0,1,1.4,1.5,-1.6,0.316,0.305,0.512,0.098,2.3,5.8,18.2,2.3,0,29.6,17.4,63,114,-0.7,0,-0.7,-0.189,0.244,17.4,0.488,0.049,0.195,0.098,0.146,0.512,0.25,1,0.125,0.5,0,0.238,0.4,1,0.238,0.2,-8.8,1.5,14,4,11,0,2,NA,41,0,2
"Candice Dupree","IND","F",22,665,22,116,251,0.462,3,18,0.167,113,233,0.485,41,48,0.854,27,125,55,16,9,28,27,276,2020,5.3,11.4,0.462,0.1,0.8,0.167,5.1,10.6,0.485,1.9,2.2,0.854,1.2,5.7,2.5,0.7,0.4,1.3,1.2,12.5,15.4,0.507,0.468,0.072,0.191,4.9,11.3,14.7,1.2,1.1,9.3,20,106,114,1,-0.1,0.8,0.051,0.462,12.5,0.928,0.084,0.295,0.251,0.299,0.072,0.485,0.857,0.554,0.302,0.467,0.167,0.726,1,0,NA,-12,-8,18,6,19,2,23,NA,131,7,8
"Sylvia Fowles","MIN","C",7,168,7,39,64,0.609,0,0,NA,39,64,0.609,24,29,0.828,21,68,6,6,8,8,18,102,2020,5.6,9.1,0.609,0,0,NA,5.6,9.1,0.609,3.4,4.1,0.828,3,9.7,0.9,0.9,1.1,1.1,2.6,14.6,30.8,0.664,0.609,0,0.453,15.3,24.8,6.7,1.9,4.5,9.4,22.6,132,98,1,0.4,1.3,0.318,0.609,4.9,1,0.344,0.563,0.047,0.047,0,0.609,0.909,0.528,0,0,NA,0.718,NA,NA,NA,11.2,7.8,2,2,10,3,14,NA,12,1,4
"Allisha Gray","DAL","G",20,524,14,91,196,0.464,25,71,0.352,66,125,0.528,54,65,0.831,27,84,26,22,6,22,38,261,2020,4.6,9.8,0.464,1.3,3.6,0.352,3.3,6.3,0.528,2.7,3.3,0.831,1.4,4.2,1.3,1.1,0.3,1.1,1.9,13.1,19.6,0.581,0.528,0.362,0.332,5.7,9.4,8.9,2.2,0.9,8.9,21.1,117,111,1.7,0.1,1.8,0.136,0.464,14,0.638,0.128,0.347,0.077,0.087,0.362,0.528,0.88,0.515,0.133,0.412,0.352,0.379,0.84,0.141,0.3,1.8,15.2,7,8,23,2,31,NA,63,10,11
"Chelsea Gray","LAS","G",22,679,22,122,276,0.442,18,59,0.305,104,217,0.479,46,49,0.939,15,81,116,34,2,60,38,308,2020,5.5,12.5,0.442,0.8,2.7,0.305,4.7,9.9,0.479,2.1,2.2,0.939,0.7,3.7,5.3,1.5,0.1,2.7,1.7,14,16.6,0.518,0.475,0.214,0.178,2.7,7.4,27.7,2.5,0.3,16.8,24.1,101,101,0.6,1.1,1.7,0.101,0.442,14.7,0.786,0.08,0.236,0.203,0.268,0.214,0.479,0.636,0.569,0.429,0.392,0.305,0.269,0.722,0.051,0.333,6.6,2.1,42,11,20,5,20,NA,266,10,7
"Reshanda Gray","LAS","F",10,62,0,4,11,0.364,0,0,NA,4,11,0.364,6,7,0.857,6,28,3,1,4,10,10,14,2020,0.4,1.1,0.364,0,0,NA,0.4,1.1,0.364,0.6,0.7,0.857,0.6,2.8,0.3,0.1,0.4,1,1,1.4,7.4,0.497,0.364,0,0.636,12,27.9,6.6,0.8,6,41.5,17.8,76,93,-0.2,0.2,0,-0.002,0.364,7.4,1,0.273,0.364,0.182,0.182,0,0.364,0.667,0.25,0,0.5,NA,0.75,NA,NA,NA,12.9,7.3,2,1,2,5,4,NA,7,0,3
"Brittney Griner","PHO","C",12,382,12,87,175,0.497,0,1,0,87,174,0.5,38,47,0.809,18,90,36,4,22,30,30,212,2020,7.3,14.6,0.497,0,0.1,0,7.3,14.5,0.5,3.2,3.9,0.809,1.5,7.5,3,0.3,1.8,2.5,2.5,17.7,19.3,0.542,0.497,0.006,0.269,5.6,13.5,18,0.5,4.7,13.3,26.3,103,104,0.5,0.5,1,0.106,0.497,7.6,0.994,0.137,0.606,0.149,0.103,0.006,0.5,0.708,0.491,0.308,0.556,0,0.828,NA,0,NA,2.9,0.9,10,9,10,9,23,NA,88,11,6
"Marie Gulich","LAS","C",12,119,1,13,26,0.5,0,3,0,13,23,0.565,3,3,1,5,18,7,4,3,5,23,29,2020,1.1,2.2,0.5,0,0.3,0,1.1,1.9,0.565,0.3,0.3,1,0.4,1.5,0.6,0.3,0.3,0.4,1.9,2.4,8.5,0.531,0.5,0.115,0.115,5.2,9.3,8.6,1.7,2.3,15.5,12.4,103,101,0.1,0.2,0.3,0.095,0.5,8,0.885,0.192,0.577,0.038,0.077,0.115,0.565,0.6,0.6,0,0.5,0,0.923,NA,0,NA,-7.4,-15.7,2,2,11,1,2,NA,19,1,1
