"player","team","pos","gp","mp","gs","tot_fg","tot_fga","fg_pct","tot_3p","tot_3pa","3p_pct","tot_2p","tot_2pa","2p_pct","tot_ft","tot_fta","ft_pct","tot_orb","tot_trb","tot_ast","tot_stl","tot_blk","tot_tov","tot_pf","tot_pts","season","pg_fg","pg_fga","pg_fg_pct","pg_3p","pg_3pa","pg_3p_pct","pg_2p","pg_2pa","pg_2p_pct","pg_ft","pg_fta","pg_ft_pct","pg_orb","pg_trb","pg_ast","pg_stl","pg_blk","pg_tov","pg_pf","pg_pts","per","ts_pct","efg_pct","3par","ftr","orb_pct","trb_pct","ast_pct","stl_pct","blk_pct","tov_pct","usg_pct","ortg","drtg","ows","dws","ws","ws_40","fg_percent","avg_shot_dist","pct_shots_from_2","pct_shots_0_3","pct_shots_3-10","pct_shots_10_16","pct_shots_16_3p","pct_shots_from_3","fg_pct_from_2","fg_pct_0_3","fg_pct_3-10","fg_pct_10_16","fg_pct_16_3p","fg_pct_from_3","pct_of_twos_assisted","pct_of_threes_assisted","pct_of_threes_corner","fg_pct_corner_threes","plus_minus_on_court","plus_minus_net","bad_pass_turnovers","lost_ball_turnovers","shooting_fouls_committed","offensive_fouls_committed","shooting_fouls_drawn","offensive_fouls_drawn","points_generated_by_assists","and_1s_drawn","blocked_fgas"
"Sophia Witherspoon","NYL","G",28,867,28,140,345,0.406,44,126,0.349,96,219,0.438,83,111,0.748,30,84,64,49,7,77,62,407,1997,5,12.3,0.406,1.6,4.5,0.349,3.4,7.8,0.438,3,4,0.748,1.1,3,2.3,1.8,0.3,2.8,2.2,14.5,18.3,0.517,0.47,0.365,0.322,4.3,5.9,16,3,0.7,16.4,24.5,98,90,2.3,1.4,3.6,0.168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tara Williams","PHO","G",12,84,0,16,39,0.41,5,11,0.455,11,28,0.393,0,0,NA,1,8,3,3,0,4,9,37,1997,1.3,3.3,0.41,0.4,0.9,0.455,0.9,2.3,0.393,0,0,NA,0.1,0.7,0.3,0.3,0,0.3,0.8,3.1,13.8,0.474,0.474,0.282,0,1.4,5.9,9.1,1.9,0,9.3,23,92,91,0.1,0.1,0.2,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kim Williams","UTA","G",28,608,10,88,229,0.384,9,34,0.265,79,195,0.405,41,53,0.774,34,81,60,38,7,57,83,226,1997,3.1,8.2,0.384,0.3,1.2,0.265,2.8,7,0.405,1.5,1.9,0.774,1.2,2.9,2.1,1.4,0.3,2,3,8.1,14.2,0.448,0.404,0.148,0.231,6.2,7.7,22.2,3.3,0.9,18.4,22.7,88,99,0.4,0,0.4,0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Debra Williams","CHA","G",10,116,2,11,43,0.256,4,18,0.222,7,25,0.28,1,2,0.5,3,13,9,2,0,6,9,27,1997,1.1,4.3,0.256,0.4,1.8,0.222,0.7,2.5,0.28,0.1,0.2,0.5,0.3,1.3,0.9,0.2,0,0.6,0.9,2.7,4.4,0.308,0.302,0.419,0.047,3.3,7,14.2,1,0,12,20.4,71,96,-0.2,0.1,-0.2,-0.062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jamila Wideman","LAS","G",28,633,14,25,106,0.236,7,36,0.194,18,70,0.257,27,34,0.794,16,57,103,24,1,51,44,84,1997,0.9,3.8,0.236,0.3,1.3,0.194,0.6,2.5,0.257,1,1.2,0.794,0.6,2,3.7,0.9,0,1.8,1.6,3,7.3,0.347,0.269,0.34,0.321,3.3,5.4,24.9,2,0.1,29.7,12,79,96,-0.4,0.4,0,-0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sue Wicks","NYL","F",28,332,0,38,107,0.355,2,7,0.286,36,100,0.36,22,33,0.667,36,94,29,17,18,46,52,100,1997,1.4,3.8,0.355,0.1,0.3,0.286,1.3,3.6,0.36,0.8,1.2,0.667,1.3,3.4,1,0.6,0.6,1.6,1.9,3.6,12.3,0.411,0.364,0.065,0.308,13.3,17.4,17.2,2.8,4.5,27.5,22.7,76,83,-0.6,0.9,0.4,0.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Umeki Webb","PHO","G-F",28,775,17,47,158,0.297,1,15,0.067,46,143,0.322,46,67,0.687,42,117,68,68,8,55,92,141,1997,1.7,5.6,0.297,0,0.5,0.067,1.6,5.1,0.322,1.6,2.4,0.687,1.5,4.2,2.4,2.4,0.3,2,3.3,5,10.2,0.376,0.301,0.095,0.424,6.3,9.3,16.8,4.7,0.9,22.7,14.1,80,84,-0.5,2.1,1.6,0.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Teresa Weatherspoon*","NYL","G",28,924,28,64,137,0.467,3,35,0.086,61,102,0.598,65,100,0.65,25,116,173,85,2,94,72,196,1997,2.3,4.9,0.467,0.1,1.3,0.086,2.2,3.6,0.598,2.3,3.6,0.65,0.9,4.1,6.2,3,0.1,3.4,2.6,7,16.3,0.541,0.478,0.255,0.73,3.3,7.7,33.8,5,0.2,34.2,13.4,94,84,1.1,2.4,3.5,0.149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tia Jackson","PHO","F",26,320,6,25,73,0.342,3,8,0.375,22,65,0.338,21,25,0.84,26,57,26,23,8,37,31,74,1997,1,2.8,0.342,0.1,0.3,0.375,0.8,2.5,0.338,0.8,1,0.84,1,2.2,1,0.9,0.3,1.4,1.2,2.8,11.2,0.44,0.363,0.11,0.342,9.5,11,16.1,3.8,2.2,30.6,17,79,85,-0.3,0.8,0.5,0.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Danielle Viglione","SAC","G",7,30,0,3,11,0.273,1,4,0.25,2,7,0.286,0,0,NA,1,4,1,1,0,0,5,7,1997,0.4,1.6,0.273,0.1,0.6,0.25,0.3,1,0.286,0,0,NA,0.1,0.6,0.1,0.1,0,0,0.7,1,5.7,0.318,0.318,0.364,0,4.1,8.4,6.4,1.8,0,0,16.4,86,102,0,0,0,-0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Molly Tuter","PHO","G",3,3,0,0,2,0,0,0,NA,0,2,0,0,0,NA,0,0,0,0,0,0,0,0,1997,0,0.7,0,0,0,NA,0,0.7,0,0,0,NA,0,0,0,0,0,0,0,0,-25,0,0,0,0,0,0,0,0,0,0,30,0,99,0,0,0,-0.648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trena Trice","NYL","F-C",28,340,0,51,92,0.554,2,8,0.25,49,84,0.583,30,45,0.667,32,68,2,9,9,40,65,134,1997,1.8,3.3,0.554,0.1,0.3,0.25,1.8,3,0.583,1.1,1.6,0.667,1.1,2.4,0.1,0.3,0.3,1.4,2.3,4.8,12.9,0.599,0.565,0.087,0.489,11.6,12.3,1.2,1.4,2.2,26.4,20.1,92,90,0.4,0.5,0.9,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chantel Tremitiere","SAC","G",28,1051,28,69,196,0.352,7,37,0.189,62,159,0.39,67,90,0.744,25,114,135,54,1,122,80,212,1997,2.5,7,0.352,0.3,1.3,0.189,2.2,5.7,0.39,2.4,3.2,0.744,0.9,4.1,4.8,1.9,0,4.4,2.9,7.6,8.8,0.45,0.37,0.189,0.459,2.9,6.8,23,2.8,0.1,34.1,15.2,79,101,-0.9,-0.3,-1.1,-0.042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Penny Toler","LAS","G",28,907,28,144,338,0.426,7,38,0.184,137,300,0.457,73,87,0.839,25,94,143,36,3,107,66,368,1997,5.1,12.1,0.426,0.3,1.4,0.184,4.9,10.7,0.457,2.6,3.1,0.839,0.9,3.4,5.1,1.3,0.1,3.8,2.4,13.1,16.2,0.489,0.436,0.112,0.257,3.6,6.3,29.5,2.1,0.3,22.1,23.6,92,95,1.4,0.7,2.1,0.093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Michele Timms","PHO","G",27,966,27,99,295,0.336,49,142,0.345,50,153,0.327,79,104,0.76,23,99,135,71,3,80,95,326,1997,3.7,10.9,0.336,1.8,5.3,0.345,1.9,5.7,0.327,2.9,3.9,0.76,0.9,3.7,5,2.6,0.1,3,3.5,12.1,16.1,0.478,0.419,0.481,0.353,2.8,6.3,29.2,3.9,0.3,19,19.6,96,86,1.8,2.1,3.9,0.163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tina Thompson*","HOU","F",28,885,28,133,318,0.418,37,100,0.37,96,218,0.44,67,80,0.838,67,184,32,21,28,62,107,370,1997,4.8,11.4,0.418,1.3,3.6,0.37,3.4,7.8,0.44,2.4,2.9,0.838,2.4,6.6,1.1,0.8,1,2.2,3.8,13.2,18.6,0.524,0.476,0.314,0.252,9.8,13.7,7.7,1.3,2.7,14.9,22,105,92,3.2,1.1,4.3,0.195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sheryl Swoopes*","HOU","F-G",9,129,0,25,53,0.472,4,16,0.25,21,37,0.568,10,14,0.714,6,15,7,7,4,4,5,64,1997,2.8,5.9,0.472,0.4,1.8,0.25,2.3,4.1,0.568,1.1,1.6,0.714,0.7,1.7,0.8,0.8,0.4,0.4,0.6,7.1,26.6,0.541,0.509,0.302,0.264,6,7.7,12.7,3,2.6,6.3,22.9,118,92,0.7,0.2,0.9,0.283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tora Suber","CHA","G",28,475,8,40,108,0.37,23,58,0.397,17,50,0.34,28,41,0.683,5,42,56,13,3,51,32,131,1997,1.4,3.9,0.37,0.8,2.1,0.397,0.6,1.8,0.34,1,1.5,0.683,0.2,1.5,2,0.5,0.1,1.8,1.1,4.7,10.7,0.52,0.477,0.537,0.38,1.3,5.5,21.1,1.5,0.5,28.8,17.7,87,95,0.2,0.4,0.5,0.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andrea Stinson","CHA","G",28,1011,28,177,396,0.447,25,77,0.325,152,319,0.476,60,89,0.674,48,155,124,43,21,99,55,439,1997,6.3,14.1,0.447,0.9,2.8,0.325,5.4,11.4,0.476,2.1,3.2,0.674,1.7,5.5,4.4,1.5,0.8,3.5,2,15.7,20.4,0.504,0.479,0.194,0.225,6.1,9.5,26.3,2.3,1.7,18.5,25.1,96,92,2.4,1.4,3.8,0.151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Raegan Scott","UTA","F-C",8,43,0,5,13,0.385,0,0,NA,5,13,0.385,2,2,1,4,7,1,1,3,0,3,12,1997,0.6,1.6,0.385,0,0,NA,0.6,1.6,0.385,0.3,0.3,1,0.5,0.9,0.1,0.1,0.4,0,0.4,1.5,16,0.432,0.385,0,0.154,10.3,9.4,4.9,1.2,5.5,0,14.4,109,102,0.1,0,0.1,0.092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jenny Boucek","CLE","G",10,112,1,7,15,0.467,0,3,0,7,12,0.583,4,7,0.571,3,10,9,6,0,22,10,18,1997,0.7,1.5,0.467,0,0.3,0,0.7,1.2,0.583,0.4,0.7,0.571,0.3,1,0.9,0.6,0,2.2,1,1.8,1,0.498,0.467,0.2,0.467,3.7,5.8,13.9,2.9,0,54.9,16.7,54,94,-0.5,0.1,-0.4,-0.158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Andrea Congreaves","CHA","F-C",28,658,16,63,126,0.5,18,44,0.409,45,82,0.549,43,56,0.768,40,133,41,16,5,31,52,187,1997,2.3,4.5,0.5,0.6,1.6,0.409,1.6,2.9,0.549,1.5,2,0.768,1.4,4.8,1.5,0.6,0.2,1.1,1.9,6.7,16.8,0.621,0.571,0.349,0.444,7.8,12.6,11.4,1.3,0.6,17.1,13.1,117,92,2.3,0.8,3.1,0.191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Megan Compain","UTA","G",5,19,0,2,7,0.286,1,4,0.25,1,3,0.333,0,0,NA,0,5,2,4,1,6,6,5,1997,0.4,1.4,0.286,0.2,0.8,0.25,0.2,0.6,0.333,0,0,NA,0,1,0.4,0.8,0.2,1.2,1.2,1,3.2,0.357,0.357,0.571,0,0,15.2,21.7,11.2,4.2,46.2,30.5,44,72,-0.2,0.1,-0.1,-0.241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Katrina Colleton","LAS","F",28,613,14,55,126,0.437,9,25,0.36,46,101,0.455,17,30,0.567,25,60,45,35,9,35,46,136,1997,2,4.5,0.437,0.3,0.9,0.36,1.6,3.6,0.455,0.6,1.1,0.567,0.9,2.1,1.6,1.3,0.3,1.3,1.6,4.9,11.5,0.489,0.472,0.198,0.238,5.3,5.9,12.2,3,1.1,20.1,12.6,94,93,0.6,0.6,1.2,0.081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Margold Clark","SAC","F-C",4,46,0,3,6,0.5,0,1,0,3,5,0.6,1,2,0.5,0,6,1,1,1,2,9,7,1997,0.8,1.5,0.5,0,0.3,0,0.8,1.3,0.6,0.3,0.5,0.5,0,1.5,0.3,0.3,0.3,0.5,2.3,1.8,4.1,0.509,0.5,0.167,0.333,0,8.2,3.9,1.2,1.7,22.5,8.6,86,101,0,0,0,-0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Daedra Charles","LAS","F-C",28,282,1,27,67,0.403,0,1,0,27,66,0.409,10,15,0.667,16,48,12,10,10,14,41,64,1997,1,2.4,0.403,0,0,0,1,2.4,0.409,0.4,0.5,0.667,0.6,1.7,0.4,0.4,0.4,0.5,1.5,2.3,9.6,0.435,0.403,0.015,0.224,7.3,10.3,7.1,1.8,2.8,16,13.8,89,92,0.1,0.4,0.5,0.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Deborah Carter","UTA","G-F",18,286,7,30,78,0.385,1,7,0.143,29,71,0.408,10,14,0.714,22,49,8,13,1,14,33,71,1997,1.7,4.3,0.385,0.1,0.4,0.143,1.6,3.9,0.408,0.6,0.8,0.714,1.2,2.7,0.4,0.7,0.1,0.8,1.8,3.9,9.9,0.422,0.391,0.09,0.179,8.5,9.9,5.8,2.4,0.3,14.3,15.3,87,101,0.1,-0.1,0,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Latasha Byears","SAC","G-F",28,656,19,96,209,0.459,1,5,0.2,95,204,0.466,51,69,0.739,87,193,48,39,8,67,98,244,1997,3.4,7.5,0.459,0,0.2,0.2,3.4,7.3,0.466,1.8,2.5,0.739,3.1,6.9,1.7,1.4,0.3,2.4,3.5,8.7,19.2,0.51,0.462,0.024,0.33,16.1,18.5,15.4,3.2,1,21.9,20.9,97,96,1.5,0.4,1.9,0.116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Linda Burgess","LAS","F",28,492,6,73,135,0.541,1,2,0.5,72,133,0.541,36,49,0.735,46,117,9,20,13,47,46,183,1997,2.6,4.8,0.541,0,0.1,0.5,2.6,4.8,0.541,1.3,1.8,0.735,1.6,4.2,0.3,0.7,0.5,1.7,1.6,6.5,17,0.584,0.544,0.015,0.363,12.1,14.4,3.4,2.1,2.1,23.1,18.3,98,91,1,0.7,1.7,0.139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heidi Burge","LAS","F-C",22,282,6,32,72,0.444,0,4,0,32,68,0.471,23,45,0.511,23,69,15,12,12,25,52,87,1997,1.5,3.3,0.444,0,0.2,0,1.5,3.1,0.471,1,2,0.511,1,3.1,0.7,0.5,0.5,1.1,2.4,4,12.7,0.474,0.444,0.056,0.625,10.5,14.8,9.2,2.2,3.3,21.4,18.4,88,89,0.1,0.5,0.7,0.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vicky Bullett","CHA","F",28,875,28,145,324,0.448,7,23,0.304,138,301,0.458,62,80,0.775,66,178,65,54,55,68,84,359,1997,5.2,11.6,0.448,0.3,0.8,0.304,4.9,10.8,0.458,2.2,2.9,0.775,2.4,6.4,2.3,1.9,2,2.4,3,12.8,22.1,0.5,0.458,0.071,0.247,9.6,12.7,15.6,3.4,5.2,15.9,23.2,98,86,2.2,2,4.2,0.193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rushia Brown","CLE","F",28,511,3,64,123,0.52,0,0,NA,64,123,0.52,47,64,0.734,48,113,20,34,14,27,72,175,1997,2.3,4.4,0.52,0,0,NA,2.3,4.4,0.52,1.7,2.3,0.734,1.7,4,0.7,1.2,0.5,1,2.6,6.3,20.2,0.579,0.52,0,0.52,12.8,14.3,7.6,3.6,2.3,15.2,16.3,113,88,2,1,2.9,0.229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Janice Braxton","CLE","F",25,822,24,88,211,0.417,5,10,0.5,83,201,0.413,106,138,0.768,38,189,49,36,28,53,64,287,1997,3.5,8.4,0.417,0.2,0.4,0.5,3.3,8,0.413,4.2,5.5,0.768,1.5,7.6,2,1.4,1.1,2.1,2.6,11.5,19.2,0.528,0.429,0.047,0.654,6.3,14.8,11.2,2.4,2.8,16.3,18.4,104,88,2.4,1.6,3.9,0.191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cynthia Cooper*","HOU","G",28,982,28,191,406,0.47,67,162,0.414,124,244,0.508,172,199,0.864,33,111,131,59,6,109,68,621,1997,6.8,14.5,0.47,2.4,5.8,0.414,4.4,8.7,0.508,6.1,7.1,0.864,1.2,4,4.7,2.1,0.2,3.9,2.4,22.2,32.2,0.629,0.553,0.399,0.49,4.3,7.5,31.4,3.4,0.5,18.1,28.7,119,92,8.1,1.3,9.4,0.385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Karen Booker","UTA","C",26,321,4,20,60,0.333,0,3,0,20,57,0.351,21,37,0.568,34,80,24,24,15,49,62,61,1997,0.8,2.3,0.333,0,0.1,0,0.8,2.2,0.351,0.8,1.4,0.568,1.3,3.1,0.9,0.9,0.6,1.9,2.4,2.3,7.6,0.4,0.333,0.05,0.617,11.7,14.4,14.2,4,3.7,39.1,17.4,65,93,-1,0.4,-0.7,-0.084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ruthie Bolton","SAC","G",23,813,23,164,408,0.402,66,192,0.344,98,216,0.454,53,69,0.768,31,134,59,54,1,58,71,447,1997,7.1,17.7,0.402,2.9,8.3,0.344,4.3,9.4,0.454,2.3,3,0.768,1.3,5.8,2.6,2.3,0,2.5,3.1,19.4,23.6,0.51,0.483,0.471,0.169,4.6,10.4,17.2,3.6,0.1,11.7,27.3,105,97,3.5,0.3,3.8,0.187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhonda Blades","NYL","G",28,290,0,25,70,0.357,17,54,0.315,8,16,0.5,13,20,0.65,6,21,30,14,1,39,55,80,1997,0.9,2.5,0.357,0.6,1.9,0.315,0.3,0.6,0.5,0.5,0.7,0.65,0.2,0.8,1.1,0.5,0,1.4,2,2.9,6.1,0.508,0.479,0.771,0.286,2.5,4.4,19.3,2.6,0.3,33.1,18.3,79,91,-0.3,0.4,0.1,0.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ryneldi Becenti","PHO","G",1,8,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,1,0,1,0,0,1997,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,1,0,1,0,0,0,NA,NA,NA,NA,0,0,0,6.7,0,100,5.6,0,85,0,0,0,-0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elena Baranova","UTA","F",28,913,27,129,331,0.39,40,106,0.377,89,225,0.396,43,62,0.694,55,206,62,43,63,82,82,341,1997,4.6,11.8,0.39,1.4,3.8,0.377,3.2,8,0.396,1.5,2.2,0.694,2,7.4,2.2,1.5,2.3,2.9,2.9,12.2,18,0.476,0.45,0.32,0.187,6.7,13,15.2,2.5,5.4,18.6,21.5,90,95,0.8,0.8,1.5,0.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marlies Askamp","PHO","C",28,517,1,70,178,0.393,0,1,0,70,177,0.395,71,93,0.763,66,145,23,22,9,46,59,211,1997,2.5,6.4,0.393,0,0,0,2.5,6.3,0.395,2.5,3.3,0.763,2.4,5.2,0.8,0.8,0.3,1.6,2.1,7.5,18.2,0.482,0.393,0.006,0.522,14.9,17.3,10,2.3,1.5,17.4,23.1,96,86,1.1,1.2,2.3,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Katasha Artis","CHA","F",20,113,0,4,16,0.25,0,1,0,4,15,0.267,8,15,0.533,1,16,8,6,1,12,13,16,1997,0.2,0.8,0.25,0,0.1,0,0.2,0.8,0.267,0.4,0.8,0.533,0.1,0.8,0.4,0.3,0.1,0.6,0.7,0.8,3.3,0.354,0.25,0.063,0.938,1.1,8.8,11.7,2.9,0.7,34.7,14.5,60,89,-0.4,0.2,-0.2,-0.057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Janeth Arcain","HOU","G",28,784,27,110,250,0.44,9,33,0.273,101,217,0.465,76,85,0.894,41,110,45,43,4,67,56,305,1997,3.9,8.9,0.44,0.3,1.2,0.273,3.6,7.8,0.465,2.7,3,0.894,1.5,3.9,1.6,1.5,0.1,2.4,2,10.9,18.2,0.531,0.458,0.132,0.34,6.8,9.3,12,3.1,0.4,18.9,21.2,102,92,2.3,1,3.3,0.169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yvette Angel","SAC","G",5,90,3,7,16,0.438,0,5,0,7,11,0.636,0,3,0,2,9,11,4,1,8,6,14,1997,1.4,3.2,0.438,0,1,0,1.4,2.2,0.636,0,0.6,0,0.4,1.8,2.2,0.8,0.2,1.6,1.2,2.8,7.8,0.404,0.438,0.313,0.188,2.7,6.3,22.4,2.4,0.9,31.6,12.6,75,102,-0.1,0,-0.1,-0.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Monique Ambers","PHO","F",19,85,0,4,9,0.444,0,0,NA,4,9,0.444,6,15,0.4,10,20,4,0,2,7,13,14,1997,0.2,0.5,0.444,0,0,NA,0.2,0.5,0.444,0.3,0.8,0.4,0.5,1.1,0.2,0,0.1,0.4,0.7,0.7,6.1,0.449,0.444,0,1.667,13.8,14.5,8.8,0,2,31,12,81,92,0,0.1,0.1,0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
